lahmanID,proeyekyuuID,2689webID,last_name_en,first_name_en,last_name_jp,first_name_jp
muratto01,31635116,2017118,Murata,Toru,村田,透
nishike05,31035119,2004054,Nishimura,Kentaro,西村,健太朗
ichikto01,81185131,2010007,Ichikawa,Tomoya,市川,友也
huffmch01,33135139,2014079,Huffman,Chad,Ｃ．ハフマン,
nakaghi01,41945119,2006056,Nakagawa,Hiroki,中川,裕貴
shinoju01,11915116,2008053,Shinoda,Junpei,篠田,純平
kurosha01,01505119,2007037,Kurose,Haruki,黒瀬,春樹
kagash01,21525131,2010022,Kaga,Shigeru,加賀,繁
kokubte01,51755116,2008043,Kokubo,Tetsuya,小窪,哲也
kajimry01,71575116,2008030,Kajimae,Ryuichi,加治前,竜一
millela01,13315135,2012018,Milledge,Lastings,Ｌ．ミレッジ,
furukyu04,71475116,2009065,Furukawa,Yuki,古川,祐樹
iidary01,01105117,2005003,Iida,Ryuichiro,飯田,龍一郎
fujioyo01,71475112,2006070,Fujioka,Yoshiaki,藤岡,好明
millsbr01,23325137,2013105,Mills,Brad,Ｂ．ミルズ,
kobeta01,81785114,2008042,Kobe,Takumi,神戸,拓光
nakazma01,51055131,2010060,Nakazawa,Masato,中澤,雅人
ohtanto01,41345131,2010018,Ohtani,Tomohisa,大谷,智久
ondrulo01,23125130,2015026,Ondrusek,Logan,Ｌ．オンドルセク,
kawabta01,41545135,2012074,Kawabata,Takayoshi,川端,崇義
herreel01,13015132,2016020,Herrera,Elian,エリアン,
tanimke01,31035118,2009040,Tanimoto,Keisuke,谷元,圭介
perezlu01,23725132,2016039,Perez,Luis,Ｌ．ペレス,
fujiwhi01,81485118,2009063,Fujiwara,Hiromichi,藤原,紘通
noharyu01,11415118,2009053,Nohara,Yuya,野原,祐也
moriuto01,71875135,2012068,Moriuchi,Toshiharu,森内,壽春
iwasata01,81185114,2008014,Iwasaki,Tatsuro,岩﨑,達郎
hasegyu01,21425114,2008074,Hasegawa,Yuya,長谷川,勇也
tanakda02,81085114,2007058,Tanaka,Daisuke,田中,大輔
santima01,83585130,2015087,Santiago,Mario,Ｍ．サンティアゴ,
shimamo01,01905114,2007045,Shima,Motohiro,嶋,基宏
chonohi01,91995131,2010051,Chono,Hisayoshi,長野,久義
luekejo01,53955132,2016076,Lueke,Josh,Ｊ．ルーキ,
kishita01,91795114,2007030,Kishi,Takayuki,岸,孝之
yokogfu01,01805114,2008100,Yokogawa,Fuminori,横川,史学
kamakke01,81585117,2003021,Kamakura,Ken,鎌倉,健
guzmajo01,13115133,2011079,Guzman,Joel,グスマン,
shimota02,81985114,2007047,Shimozono,Tatsuya,下園,辰哉
hondayu01,41445112,2006072,Honda,Yuichi,本多,雄一
otonake01,51555114,2007014,Otonari,Kenji,大隣,憲司
perezfe01,63065132,2016087,Perez,Felix,Ｆ．ペレス,
makitka01,41445133,2011073,Makita,Kazuhisa,牧田,和久
itokake01,21125114,2009008,Itokazu,Keisaku,糸数,敬作
dicksbr01,51855137,2013102,Dickson,Brandon,Ｂ．ディクソン,
fukamry01,81485114,2007072,Fukamachi,Ryosuke,深町,亮介
asaota01,71175114,2007003,Asao,Takuya,浅尾,拓也
isakary01,01105118,2009006,Isaka,Ryohei,井坂,亮平
toganma01,61065112,2006054,Togano,Masafumi,栂野,雅史
osakiyu01,11515114,2007013,Osaki,Yutaro,大﨑,雄太朗
johnskr01,53355130,2015062,Johnson,Kris,Ｋ．ジョンソン,
pennha01,23325131,2010083,Penn,Hayden,Ｈ．ペン,
nakatts01,11215112,2007064,Nakatani,Tsubasa,中谷,翼
nagaisa01,21225114,2007062,Nagai,Satoshi,永井,怜
obispwi01,23525114,2007019,Obispo,Wirfin,Ｗ．オビスポ,
crottmi01,21825139,2014108,Crotta,Michael,Ｍ．クロッタ,
garatvi01,43145130,2015050,Garate,Victor,Ｖ．ガラテ,
nakagta04,41245114,2007063,Nakago,Taiki,中郷,大樹
rosaca01,63565133,2011025,Rosa,Carlos,カルロス・ロサ,
yoshika03,41845112,2006091,Yoshimi,Kazuki,吉見,一起
tsubuhi01,31235114,2008061,Tsuburaya,Hidetoshi,円谷,英俊
vanmilo01,23325139,2014064,Van Mil,Loek,Ｌ．ファンミル,
kikucma01,71775114,2007029,Kikuchi,Masanori,菊地,正法
abeke02,51155117,2003003,Abe,Kenta,阿部,健太
gomezma01,41845139,2014006,Gomez,Mauro,Ｍ．ゴメス,
huffda01,83585136,2018101,Huff,Dave,Ｄ．ハフ,
molledu01,73575135,2012010,Molleken,Dustin,Ｄ．モルケン,
asamake01,31135117,2003002,Asama,Keita,浅間,敬太
nagamsh01,81285117,2004052,Nagamine,Shoji,長峰,昌司
leblawa01,03505130,2015005,Leblanc,Wade,Ｗ．ルブラン,
ananto01,91195131,2010004,Anan,Toru,阿南,徹
nishits01,31435117,,Nishioka,Tsuyoshi,西岡,剛
miyamke01,41645114,2008096,Miyamoto,Ken,宮本,賢
moriory01,11615117,2003086,Morioka,Ryosuke,森岡,良介
shichyu01,31035133,2011022,Shichijo,Yuki,七條,祐樹
takaish01,91095114,2007054,Takaichi,Shun,高市,俊
sakagto01,21925117,2003036,Sakaguchi,Tomotaka,坂口,智隆
nomotke01,31435118,2009054,Nomoto,Kei,野本,圭
figaral01,73375133,2011008,Figaro,Alfredo,Ａ．フィガロ,
imanata01,61165114,2008010,Imanami,Takahiro,今浪,隆博
okadayo01,81385118,2010019,Okada,Yoshifumi,岡田,幸文
yoshike02,41645117,2006089,Yoshida,Kei,吉田,圭
matsute01,01605114,2008093,Matsumoto,Tetsuya,松本,哲也
balenwl01,13315133,2011019,Balentien,Wladimir,Ｗ．バレンティン,
uezonke01,51355114,2007011,Uezono,Keiji,上園,啓史
obikike01,91595114,2007015,Obiki,Keiji,大引,啓次
yokoyte01,01605117,2008101,Yokoyama,Tetsuya,横山,徹也
oharaju01,31535133,2012075,Ohara,Junya,大原,淳也
masuihi01,81285131,2010089,Masui,Hirotoshi,増井,浩俊
takaiyu01,01005117,2003047,Takai,Yuhei,雄平,
takeysh01,61065117,2008058,Takeyama,Shingo,武山,真吾
hayaske01,51455117,2003067,Hayasaka,Keisuke,早坂,圭介
yoshiyu06,61665117,2003090,Yoshimura,Yuki,吉村,裕基
guzmaje01,83185130,2015085,Guzman,Jesus,Ｊ．グスマン,
nagatma01,41245117,2003059,Nagata,Masahiro,長田,昌浩
gurriyu01,13515139,2014032,Gurriel,Yulieski,Ｙ．グリエル,
inzento01,31335114,2008015,Inzen,Tomoya,隠善,智也
ozakima01,11515117,2008024,Ozaki,Masaya,尾崎,匡哉
herrmfr01,93795134,2017064,Herrmann,Frank,Ｆ．ハーマン,
harata01,41445114,2007069,Hara,Takuya,原,拓也
mannbr01,03305133,2011035,Mann,Brandon,ブランドン,
mickoka01,83185135,2012016,Mickolio,Kam,Ｋ．ミコライオ,
kakeiyu01,71575117,2005014,Kakei,Yujiro,筧,裕次郎
kanazta01,61565117,2008033,Kanazawa,Takeshi,金澤,岳
sanchro01,83585133,2011045,Sanchez,Romulo,Ｒ．サンチェス,
shimita02,41945114,2009031,Shimizu,Takashi,清水,誉
mateoma01,83785132,2016113,Mateo,Marcos,Ｍ．マテオ,
oharahe01,81385117,2006013,Ohara,Heishu,大原,秉秀
lerouch01,63165137,2013030,Leroux,Chris,Ｃ．ラルー,
matsuta04,21425117,2005075,Matsumoto,Takaaki,松本,高明
romerle01,43345118,2010108,Romero,Levi,Ｌ．ロメロ,
kanetno01,31735114,2007026,Kaneto,Norihito,金刃,憲人
hoshima02,21225131,2010084,Hoshino,Masumi,星野,真澄
nishiak02,11415114,2008070,Nishikawa,Akira,西川,明
heuseji01,63365135,2012014,Heuser,Jim,Ｊ．ハウザー,
kaaihki01,13315137,2013035,Ka'Aihue,Kila,キラ・カアイフエ,
madriwa01,33335137,2013017,Madrigal,Warner,Ｗ．マドリガル,
delaceu01,51855131,2010056,De La Cruz,Eulo,Ｅ．デラクルス,
hiranyo01,81285112,2006067,Hirano,Yoshihisa,平野,佳寿
mathisc01,63165135,2012024,Mathieson,Scott,Ｓ．マシソン,
matsuhi02,71675112,2006077,Matsunaga,Hironori,松永,浩典
bogusbr01,43745132,2016066,Bogusevic,Brian,Ｂ．ボグセビック,
schiena01,13715130,2015017,Schierholtz,Nate,Ｎ．シアーホルツ,
cruzlu01,01805139,2014078,Cruz,Luis,Ｌ．クルーズ,
sanadhi01,61765115,2002030,Sanada,Hiroki,真田,裕貴
hermije01,43345130,2015051,Hermida,Jeremy,Ｊ．ハーミッダ,
aidayu01,51155112,2007001,Aida,Yushi,会田,有志
kusukyu01,81585118,2010032,Kusuki,Yusuke,楠城,祐介
miwama01,81485116,2009072,Miwa,Masayoshi,三輪,正義
katsury01,71575118,2010024,Katsuki,Ryoji,香月,良仁
thomaju01,93395137,2013066,Thomas,Justin,Ｊ．トーマス,
osegupa01,03305137,2013080,Oseguera,Paul,Ｐ．オセゲラ,
asaihi01,31135115,2003001,Asai,Hideki,朝井,秀樹
wagnene01,63765136,2018079,Wagner,Neil,Ｎ．ワグナー,
kamosta01,41545115,2002019,Kamoshida,Takashi,鴨志田,貴司
saitoto01,71775110,2008047,Saito,Toshio,齋藤,俊雄
oshimta02,61365115,2005012,Oshima,Takayuki,大島,崇行
kajimyu01,91595115,2004019,Kajimoto,Yusuke,梶本,勇介
yanukto01,61665118,2010099,Yanuki,Toshiyuki,矢貫,俊之
takeush01,31035112,2006048,Takeuchi,Shinichi,武内,晋一
naitoyu01,81085112,2006055,Naito,Yuta,内藤,雄太
lopezjo01,93195137,2013001,Lopez,Jose,Ｊ．ロペス,
inosu01,81185112,2007009,Ino,Suguru,井野,卓
moscogu01,63165139,2014034,Moscoso,Guillermo,Ｇ．モスコーソ,
kattoke01,51555112,2007023,Katto,Keisuke,甲藤,啓介
yamagte01,71875112,2007085,Yamaguchi,Tetsuya,山口,鉄也
barneto01,71875131,2010065,Barnette,Tony,Ｔ．バーネット,
amayaso01,01105115,2004003,Amaya,Soichiro,天谷,宗一郎
kanekch01,41345110,2006018,Kaneko,Chihiro,金子,千尋
yagito01,61665112,2006083,Yagi,Tomoya,八木,智哉
vasques01,63365130,2015069,Vasquez,Esmerling,Ｅ．バスケス,
yamamyo02,21625115,2006087,Yamamoto,Yoshihiko,山本,芳彦
morilju01,03105131,2010097,Morillo,Juan,Ｊ．モリーヨ,
mendolu01,43145139,2014103,Mendoza,Luis,Ｌ．メンドーサ,
iwatami01,51355112,2006008,Iwata,Minoru,岩田,稔
carides01,43545114,2007027,Caridad,Esmailin,Ｅ．カリダ,
shimiak01,21925114,2008054,Shimizu,Akinobu,清水,昭信
chibahi01,81985115,2002049,Chiba,Hideki,千葉,英貴
carabfr01,03305131,2010026,Caraballo,Francisco,Ｆ．カラバイヨ,
seddoch01,81885139,2014004,Seddon,Chris,Ｃ．セドン,
idesh01,91395115,2004006,Ide,Shotaro,井手,正太郎
terahha01,91095115,2002054,Terahara,Hayato,寺原,隼人
lizra01,33935132,2016052,Liz,Radhames,Ｒ．リズ,
paulife01,73075132,2016098,Paulino,Felipe,Ｆ．ポーリーノ,
kawaske02,81585112,2006021,Kawashima,Keizo,川島,慶三
nonaksh01,11215115,2002063,Nonaka,Shingo,野中,信吾
hayasma01,01205115,2003068,Hayashi,Masanori,林,昌範
matsush06,31635112,2006075,Matsuzaki,Shingo,松崎,伸吾
takaghi01,61965112,2006045,Takagi,Hiromitsu,高木,啓充
umehano01,01305112,2006011,Umehara,Nobuaki,梅原,伸亮
fukudsa01,31435112,2006068,Fukuda,Satoshi,福田,聡志
davieky01,93595132,2016123,Davies,Kyle,Ｋ．デイビーズ,
nishiwa01,71275112,2006061,Nishimura,Wataru,西村,弥
kuriyta01,51755115,2004031,Kuriyama,Takumi,栗山,巧
satory02,11915112,2006039,Sato,Ryota,佐藤,亮太
sanchga01,33335130,2015038,Sanchez,Gaby,Ｇ．サンチェス,
imaeto01,01305115,2002010,Imae,Toshiaki,今江,年晶
fukumat01,21425118,2012097,Fukumoto,Atsushi,福元,淳史
takagta01,81985112,2007055,Takaguchi,Takayuki,高口,隆行
arairy01,01105112,2006004,Arai,Ryota,新井,良太
nakamta03,81085115,2003060,Nakamura,Takeya,中村,剛也
kamiuya01,21525115,2004024,Kamiuchi,Yasushi,神内,靖
aoyamko01,91195112,2006003,Aoyama,Kouji,青山,浩二
yamamay01,01805112,2007086,Yamamoto,Ayumu,山本,歩
okamona02,31535115,2002015,Okamoto,Naoya,岡本,直也
aiharka02,71175112,2006001,Aihara,Katsuyuki,相原,勝幸
delabst01,43045132,2016063,Delabar,Steve,Ｓ．デラバー,
nemotsh01,01205112,2006063,Nemoto,Shunichi,根元,俊一
yanasak01,31835112,2006084,Yanase,Akihiro,柳瀬,明宏
bowkejo01,43145135,2012015,Bowker,John,Ｊ．ボウカー,
kondoka01,91795115,2003035,Kondoh,Kazuki,近藤,一樹
sakurko01,01705115,2007043,Sakurai,Kodai,桜井,広大
sogawyu01,51955115,2003046,Sogawa,Yuji,十川,雄二
ochida01,81385112,2008026,Ochi,Daisuke,越智,大祐
hiranma01,81285116,2008080,Hirano,Masamitsu,平野,将光
satoyo01,41745115,2008050,Sato,Yoshihiro,佐藤,吉宏
okazata01,91395110,2009018,Okazaki,Taichi,岡﨑,太一
maedaak01,91495115,2003080,Maeda,Akihiro,前田,章宏
kanemda01,01505112,2009020,Kanemura,Daiyu,金村,大裕
yamamka02,51855114,2007087,Yamamoto,Kazunori,山本,一徳
ueharko01,41145110,2005008,Uehara,Kojiro,上原,厚治郎
mathido01,93595135,2012009,Mathis,Doug,Ｄ．マシス,
hatayu01,71275115,2002066,Hata,Yuji,秦,裕二
nomagta01,81085110,2005057,Nomaguchi,Takahiko,野間口,貴彦
takahak01,71975115,2004044,Takahashi,Akifumi,髙橋,聡文
terauta01,51255114,2008063,Terauchi,Takayuki,寺内,崇幸
ohtakka01,11515115,2003014,Ohtake,Kan,大竹,寛
matsuno01,51655112,2006076,Matsuda,Nobuhiro,松田,宣浩
kobayfu01,01705116,2008045,Kobayashi,Futoshi,小林,太志
kosaiyu01,41745112,2006034,Kosai,Yusuke,小斉,祐輔
iiharya01,61165112,2006005,Iihara,Yasushi,飯原,誉士
miranju01,03105139,2014099,Miranda,Juan,Ｊ．ミランダ,
fukatta01,11415112,2007071,Fukata,Takuya,深田,拓也
okamohi02,81385116,2008023,Okamoto,Hidehiro,岡本,秀寛
fioreje01,21825131,2010074,Fiorentino,Jeff,Ｊ．フィオレンティーノ,
fukudta01,31235131,2010078,Fukuda,Takehiro,福田,岳洋
onizayu01,31535116,2008027,Onizaki,Yuji,鬼﨑,裕司
ryalru01,13515133,2011050,Ryal,Rusty,Ｒ．ライアル,
shiokta01,41745110,2006041,Shiokawa,Tatsuya,塩川,達也
umetsto01,81185110,2005011,Umetsu,Tomohiro,梅津,智弘
seratan01,93395130,2015097,Seratelli,Anthony,Ａ．セラテリ,
uemurka01,01305113,2002011,Uemura,Kazuhiro,上村,和裕
kataoya01,01305110,2005015,Kataoka,Yasuyuki,片岡,治大
yokomto01,11615113,2002094,Yokomatsu,Toshikazu,横松,寿一
zagurmi01,13315130,2015015,Zagurski,Mike,Ｍ．ザガースキー,
yanya01,53355112,2006088,Yan,Yaoshun,陽,耀勲
fukuhju01,01205110,2007074,Fukuhara,Junichi,普久原,淳一
aonota02,71175113,2002002,Aono,Takeshi,青野,毅
suzukyo01,61765110,2005036,Suzuki,Yoshihiro,鈴木,義広
baldiaa01,73375116,2008076,Baldiris,Aarom,Ａ．バルディリス,
soriadi01,03505118,2010040,Soriano,Dioni,Ｄ．ソリアーノ,
tsuchte01,31035113,2004049,Tsuchiya,Teppei,土谷,鉄平
tamayke01,41945113,2004046,Tamayama,Kenta,玉山,健太
kanoke01,11715113,2004023,Kano,Keisuke,狩野,恵輔
fieldjo01,23725133,2011049,Fields,Josh,Ｊ．フィールズ,
uenota01,91395114,2010013,Ueno,Takahisa,上野,貴久
higamo01,81085131,2010071,Higa,Motoki,比嘉,幹貴
tanakry01,21925113,2003050,Tanaka,Ryohei,田中,良平
leachbr01,33535133,2011036,Leach,Brent,Ｂ．リーチ,
castran01,53355135,2012001,Castro,Angel,Ａ．カストロ,
payanne01,73175118,2009056,Payano,Nelson,Ｎ．パヤノ,
nakaoto01,41045116,2009045,Nakao,Toshihiro,中尾,敏浩
lahaibr01,81885137,2013074,Lahair,Bryan,Ｂ．ラヘア,
blacktr01,73175139,2014056,Blackley,Travis,Ｔ．ブラックリー,
resopch01,83385116,2008102,Resop,Chris,Ｃ．リーソップ,
maclaev01,83385133,2011009,Maclane,Evan,Ｅ．マクレーン,
hernaan01,31835139,2014023,Hernandez,Anderson,Ａ．エルナンデス,
albaljo01,61865133,2011003,Albaladejo,Jonathan,Ｊ．アルバラデホ,
lerewan01,53555133,2011018,Lerew,Anthony,Ａ．レルー,
oshimta03,91395119,2004016,Oshimoto,Takehiko,押本,健彦
tanakak01,91995110,,Tanaka,Akira,田中,彰
torreca01,03105133,2011053,Torres,Carlos,Ｃ．トーレス,
kishihi01,91595110,2005024,Kishimoto,Hideki,岸本,秀樹
iwasate01,11315114,2007010,Iwasaki,Tetsuya,岩﨑,哲也
mcgehca01,21825137,2013084,Mcgehee,Casey,Ｃ．マギー,
katoak01,01505113,2004021,Kato,Akihiko,加藤,暁彦
nasunta01,21025110,2005055,Nasuno,Takumi,那須野,巧
cartech01,13115135,2012008,Carter,Chris,Ｃ．カーター,
hatakka01,31235113,2004058,Hatakeyama,Kazuhiro,畠山,和洋
urquija01,03905136,2018104,Urquidez,Jason,Ｊ．ウルキデス,
nakazat01,71075113,2001061,Nakazato,Atsushi,中里,篤史
hattoya01,21225116,2010069,Hattori,Yasutaka,服部,泰卓
gotosh01,01705113,2001041,Goto,Shinya,後藤,伸也
akamama01,51155110,2005001,Akamatsu,Masato,赤松,真人
nakazta01,91095113,2003058,Nakazawa,Tadaatsu,仲澤,忠厚
takahhi03,31935110,2005041,Takahashi,Hideaki,髙橋,秀聡
itohi01,13115114,2007008,Ito,Hidenori,伊藤,秀範
nittage01,41245118,2010064,Nitta,Genki,新田,玄気
sajikma01,81585119,2004035,Sajikihara,Masashi,桟原,将司
sotoen01,03505133,2011080,Soto,Enyelbert,Ｅ．ソト,
yamagmi01,11615110,2005084,Yamagishi,Minoru,山岸,穣
yamazka01,71475113,2005085,Yamazaki,Katsuki,山崎,勝己
mikihi01,21425110,2005079,Miki,Hitoshi,三木,均
ohlenro01,83385134,2017043,Ohlendorf,Ross,Ｒ．オーレンドルフ,
germaju01,41845118,2009032,Germano,Justin,Ｊ．ジャマーノ,
uchikse01,21325113,2001015,Uchikawa,Seiichi,内川,聖一
nishisa01,31435114,2007067,Nishizaki,Satoshi,西﨑,聡
nakajhi01,01005113,2002058,Nakajima,Hiroyuki,中島,宏之
ohirosh01,51355110,2007016,Ohiro,Shoji,大廣,翔治
matsuta05,71475110,2009069,Matsuka,Takahiro,松家,卓弘
kameiyo01,81385110,2005020,Kamei,Yoshiyuki,亀井,善行
katsury02,01305119,2004020,Katsuki,Ryota,香月,良太
cokeph01,63565134,2017017,Coke,Phillip,Ｐ．コーク,
ohse01,51855139,2014011,Oh,Seung-hwan,呉,昇桓
gonzaen01,33135135,2012011,Gonzalez,Enrique,Ｅ．ゴンザレス,
pintore01,73375135,2012023,Pinto,Renyel,Ｒ．ピント,
ichibya01,21125110,2005006,Ichiba,Yasuhiro,一場,靖弘
fujitka02,21225110,2005065,Fujita,Kazuya,藤田,一也
huberju01,01805131,2010072,Huber,Justin,Ｊ．ヒューバー,
kikucka01,51555110,2005023,Kikuchi,Kazumasa,菊地,和正
chikama01,81985113,2004047,Chikazawa,Masashi,近澤,昌志
ide02,61865135,2012101,I,Deho,李,大浩
somedke01,81785110,2005039,Someda,Kensaku,染田,賢作
nishima05,91295118,2009049,Nishikawa,Masato,西川,雅人
tejimsa01,11015110,2005050,Tejima,Satoshi,手嶌,智
omatssh01,71375110,2005013,Omatsu,Shoitsu,大松,尚逸
hamilcl01,63165133,2011033,Hamilton,Clayton,Ｃ．ハミルトン,
kuwahyo01,81585110,2006033,Kuwahara,Yoshiyuki,桑原,義行
kojimsh02,11715110,2005030,Kojima,Shinjiro,小島,心二郎
keppebo01,41645131,2010033,Keppel,Bobby,Ｂ．ケッペル,
matsuke06,51455110,2005074,Matsuoka,Kenichi,松岡,健一
makidak01,61265113,2005073,Makida,Akihisa,牧田,明久
itoyo01,11315116,2008009,Ito,Yoshihiro,伊藤,義弘
azumaka02,01105113,2001003,Azuma,Kazumasa,東,和政
settsta01,91995118,2009035,Settsu,Tadashi,攝津,正
katory02,21325110,2005016,Kato,Ryota,加藤,領健
kimute01,21625131,2010029,Kimu,Tegyun,金,泰均
candeal01,53555134,2017105,Candelario,Alexis,Ａ．キャンデラリオ,
tanakhi01,21925110,2005045,Tanaka,Hiroyasu,田中,浩康
sakamya01,41745113,2002028,Sakamoto,Yataro,坂元,弥太郎
usu01,53555114,2008018,U,Suyo,呉,偲佑
komaite01,21725113,2003032,Komai,Teppei,駒居,鉄平
dantoja01,13115118,2009042,D'Antona,Jamie,Ｊ．デントナ,
nakatke02,51055110,2005054,Nakata,Kenichi,中田,賢一
jimenlu01,63365118,2009058,Jimenez,Luis,Ｌ．ヒメネス,
nishihi02,41045110,2006060,Nishitani,Hisanori,西谷,尚徳
murilag01,13915130,2015018,Murillo,Agustin,Ａ．ムリーロ,
hoshita01,61265110,2005069,Hoshi,Takanori,星,孝典
stavini01,73175135,2012030,Stavinoha,Nick,ニック,
utsumte01,81185119,2004011,Utsumi,Tetsuya,内海,哲也
kawamry01,31535110,2007028,Kawamoto,Ryohei,川本,良平
oginota02,21525114,2007018,Ogino,Tadahiro,荻野,忠寛
nelsoma01,33335116,2008072,Nelson,Maximo,Ｍ．ネルソン,
yamamju01,71875114,2009077,Yamamoto,Jun,山本,淳
morich01,81485110,2005082,Mori,Choji,森,跳二
whitejo01,73375131,2010085,Whitesell,Josh,Ｊ．ホワイトセル,
kaima01,71575113,2004018,Kai,Masahito,甲斐,雅人
nishino01,61065113,2006059,Nishizaki,Nobuhiro,西﨑,伸洋
nakamis01,91095110,2008068,Nakamura,Issei,中村,一生
yanagsh01,81685112,2007084,Yanagida,Shigeo,柳田,殖生
anderle01,11815139,2014001,Anderson,Leslie,Ｌ．アンダーソン,
takagya01,71775111,2001051,Takagi,Yasunari,高木,康成
doueha01,21025118,2010057,Doue,Hayato,堂上,隼人
adamdjo01,13315131,2010041,Adam Durbin,Joseph,ＪＤダービン,
nakaysh02,31235112,2006057,Nakayama,Shinya,中山,慎也
kawasyu01,61565112,2006020,Kawasaki,Yusuke,川﨑,雄介
saitosh04,61765112,2006035,Saito,Shinsuke,齊藤,信介
watanry03,33135112,2007095,Watanabe,Ryo,渡辺,亮
nakamma02,81285114,2008069,Nakamura,Masato,中村,真人
betanyu01,93395139,2014093,Betancourt,Yuniesky,Ｙ．ベタンコート,
mopenwi01,93195135,2012027,Mo Pena,Wily,Ｗ．ペーニャ,
yonento01,21425111,2001100,Yoneno,Tomohito,米野,智人
tanakma02,71975119,2007059,Tanaka,Masahiko,田中,雅彦
kurihke01,31535111,2002024,Kurihara,Kenta,栗原,健太
kawauta01,21325111,2000019,Kawauchi,Takaya,河内,貴哉
aokino01,31135119,2004001,Aoki,Norichika,青木,宣親
mukaeyu01,61265111,2002087,Mukae,Yuichiro,迎,祐一郎
narvech01,13115139,2014044,Narveson,Chris,Ｃ．ナーブソン,
diazvi01,03305135,2012026,Diaz,Victor,Ｖ．ディアス,
maharta01,11215119,2004072,Mahara,Takahiro,馬原,孝浩
ushidsh01,41145119,2004009,Ushida,Shigeki,牛田,成樹
satoma01,51755119,2004038,Sato,Masaru,佐藤,賢
takamka01,11015112,2006046,Takamiya,Kazuya,高宮,和也
kanekyo01,11715114,2007025,Kaneko,Yohei,金子,洋平
aokita01,51155114,2007002,Aoki,Takahiro,青木,高広
ibo01,51655131,2010006,I,Bomuho,李,机浩
takayhi01,61765111,2000042,Takayama,Hisashi,高山,久
takayhi02,41045114,2007057,Takaya,Hiroaki,髙谷,裕亮
yoshite02,61265119,2004082,Yoshikawa,Teruaki,吉川,輝昭
wakiyry01,13115112,2006093,Wakiya,Ryota,脇谷,亮太
shodait01,61565111,2000033,Shoda,Itsuki,正田,樹
komatsa01,31935114,2007039,Komatsu,Satoshi,小松,聖
yoshimi02,61865114,2007090,Yoshihara,Michiomi,吉原,道臣
tanakka02,81785111,2000044,Tanaka,Kazunori,田中,一徳
shimaik01,01705119,2004040,Shimamura,Ikki,嶋村,一輝
nakahna01,61265114,2007065,Nakahigashi,Naoki,中東,直己
tsutska01,91995119,2004048,Tsutsui,Kazuya,筒井,和也
murtoma01,53155131,2010086,Murton,Matt,Ｍ．マートン,
miyamda01,41245111,2001089,Miyamoto,Daisuke,宮本,大輔
tomabte01,01905111,2000054,Tomabechi,Tetsuto,苫米地,鉄人
sasakki01,71575111,2000026,Sasaki,Kiyoshi,佐々木,貴賀
loeka01,53355118,2009084,Loe,Kameron,Ｋ．ロー,
kawasry01,11515119,2004027,Kawashima,Ryo,川島,亮
ramirra01,83185115,2002096,Ramirez,Ramon,Ｒ．ラミーレス,
minamka01,71275119,2004076,Minami,Kazuaki,南,和彰
fukuzta01,71075111,2000069,Fukuzawa,Takahiro,福沢,卓宏
mischpa01,93995132,2016125,Misch,Pat,Ｐ．ミッシュ,
messera01,93195131,2010096,Messenger,Randy,Ｒ．メッセンジャー,
moriyma01,41645112,2006082,Moriyama,Makoto,森山,周
murante01,81285111,2004078,Muranishi,Tetsuyuki,村西,哲幸
okamoko01,11315111,2000012,Okamoto,Koji,岡本,浩二
bassad01,53755114,2007068,Bass,Adam,Ａ．バス,
itoiyo01,91195119,2007007,Itoi,Yoshio,糸井,嘉男
harpebr01,93395131,2010066,Harper,Brett,Ｂ．ハーパー,
nomurhi01,71075119,2004056,Nomura,Hiroyuki,野村,宏之
yoshish02,81285119,2006090,Yoshida,Shintaro,由田,慎太郎
furuyta02,91495112,2006071,Furuya,Takuya,古谷,拓哉
boyerbl01,83185137,2013044,Boyer,Blaine,Ｂ．ボイヤー,
minamry01,01205111,2004077,Minami,Ryusuke,南,竜介
heiuchi01,21025111,2002077,Heiuchi,Hisao,塀内,久雄
ishiiyu02,71175110,2005005,Ishii,Yuya,石井,裕也
toritta01,21925119,2004050,Toritani,Takashi,鳥谷,敬
jonesga01,43345132,2016064,Jones,Garrett,ギャレット,
oshimhi01,81185111,2002013,Oshima,Hiroyuki,大島,裕行
nanitri01,23325130,2015027,Nanita,Ricardo,Ｒ．ナニータ,
asakuke01,51155111,2000002,Asakura,Kenta,朝倉,健太
suenama01,11715111,2002035,Suenaga,Masafumi,末永,真史
jobets01,81585111,2000034,Jobe,Tsuyoshi,條辺,剛
matsuto02,81085119,2004071,Matsumura,Toyoji,松村,豊司
kawasmu01,41345111,2001033,Kawasaki,Munenori,川﨑,宗則
ishiksa01,71175119,,Ishikawa,Satoru,石川,賢
cabreda01,01605137,2013012,Cabrera,Daniel,Ｄ．カブレラ,
tanakke02,11915111,2000045,Tanaka,Kensuke,田中,賢介
okamoat01,51355119,2004014,Okamoto,Atsushi,岡本,篤志
fujiiat01,51455112,2006069,Fujii,Atsushi,藤井,淳志
nogucyo01,81985111,2002061,Noguchi,Yoshiyuki,野口,祥順
hosomna01,41045111,2004066,Hosomi,Naoki,細見,直樹
kishima01,51755112,2006024,Kishida,Mamoru,岸田,護
murphbi01,73175131,2010087,Murphy,Bill,Ｂ．マーフィー,
nakamko01,61965119,2004053,Nakamura,Koji,中村,公治
yingcli01,13315112,2006009,Ying-Chieh,Lin,インチェ,
