old_lahmanID,new_lahmanID
jfuraxx01,francju02
jdiroxx01,dillojo01
jpirexx01,pireljo01
msantxx01,santima01
dseraxx01,serafda01
bbarexx01,valerbr01
burufxx01,wolfebr01
lsedexx01,cedenle01
jedowxx01,edwarjo01
dmotoxx01,motleda01
aropexx01,lopezar01
adesuxx01,despaal01
mragaxx01,lagami01
ruirixx01,willira01
mkuroxx01,crottmi01
snorixx01,nolinse01
ajakuxx01,jacksan01
ckaatxx01,cartech01
ajintxx01,zinteal01
yguraxx01,graciyu01
jradoxx01,ladraja01
btsuixx01,tweedbr01
jpepixx01,pepitjo01
jbaabxx01,barbajo01
jreibxx01,ravinjo01
zberuxx01,versazo01
mgonzxx01,gonzama01
kkeraxx01,kelleky01
jsutaxx02,standja01
cgissxx01,gissech01
zrattxx01,lutzza01
fbarexx01,valenfr01
rkuruxx01,kreugri01
jroogxx01,loganjo01
amurixx01,murilag01
lropexx01,lopezlu02
mreinxx01,reynoma01
jwaahxx01,werhajo01
rburyxx01,brewero01
gsupaxx01,sparkgl01
agaruxx01,garcian01
mmuuaxx01,moorema01
rmahixx01,mejiaro01
wfurixx01,flyntwi01
msokoxx01,socolmi01
ashiixx01,sheetan01
dnyuuxx01,newcodo01
tanbaxx01,amburtr01
lguurxx01,gulinli01
bshigxx01,thigpbo01
lriirxx01,leele02
gtomaxx01,thomaga01
rnunixx01,nunezre01
jkasuxx01,castijo01
drandxx01,lundqda01
mheigxx01,haguema01
craiaxx01,ryancr01
mfuraxx02,francma02
bdisuxx01,distebe01
mandoxx02,andrima01
rrosaxx01,rosarra02
teppuxx01,epplety01
vdiasxx01,diazvi01
auookxx01,walkead01
lhimexx01,jimenlu01
gguroxx01,glovega01
mshuuxx01,shoemma01
lperexx01,perezlu01
aechexx01,echevan01
treixx01,leyte01
wpeenxx01,mopenwi01
pkuraxx02,kleinph01
carenxx01,allench01
cjoonxx01,jonescl01
lmaatxx01,martile01
lreinxx01,rainela01
jfiirxx01,fieldjo01
tburaxx03,blacktr01
gjonsxx01,johnsgr01
fmiyaxx01,millafe01
ebarexx01,valener01
fshuuxx01,schwifr01
rdehaxx01,deharri01
lsepuxx01,septile01
dhengxx01,hengeda01
jpiaaxx01,piercja01
duiruxx01,wilsode01
tbanaxx01,bernato01
tbatexx01,batisto01
earumxx01,almoner01
nririxx01,liriane01
jburixx01,brittjo01
ggaruxx01,garcigu01
mburoxx02,blowemi01
jparaxx01,paredji01
fgurixx01,grifffo01
sasebxx01,acevest01
tyangxx02,jungmta01
ginooxx01,ynoaga01
moniixx01,oneilma01
pkuraxx01,clarkph01
pferixx01,felicpe01
dbyufxx01,bufordo01
mbaakxx02,burkhmo01
gmikexx01,mickegl01
buoruxx01,wolcobo01
dgonzxx03,gonzadi01
densuxx01,ennsdi01
duirixx01,willida02
rsumixx01,smithre01
vsutaxx01,starfvi01
aguraxx01,gramaal01
jdouuxx01,dooleji01
egonzxx01,gonzaen01
mjoonxx01,jonesmi01
ygurixx01,gurriyu01
kreixx01,rayke01
kdeibxx01,davieky01
vmaruxx01,martevi01
jzurexx01,zuletju01
akesaxx01,quesaal01
jtoomxx01,thomaju01
ashiaxx01,cianfar01
okarixx01,calixor01
troinxx01,roigto01
rsancxx01,sanchro01
sjieexx01,jamessk01
makosxx01,acostma01
rraiaxx01,ryalru01
smashxx01,mathisc01
jkabuxx01,cabrejo01
shinjxx01,shinjts01
suzukhi06,suzukta02
ichirxx01,suzukic01
saburxx01,omurasa01
shuutxx01,tanaksh02
katsuxx01,nomurka02
hidetxx01,kuramhi01
makkuxx01,suzukma02
kitatxx01,kidago01
ggsatxx01,satota03
teppexx01,tsuchte01
michexx01,nakamma02
tokadxx01,okadata01
fusush01,ukisush01
saitoka03,saitoka02
houraak01,horaiak01
yoshixx01,chinyo01
kenshxx01,kawagke01
koutaxx01,yoshiko03
akichxx01,yamadak01
ryuutxx01,tsujiry01
mizukxx01,tanakmi02
ryuutxx02,doiry01
ikkixx01,shimaik01
ryoutxx01,katory02
yukixx01,satohyo01
taketxx01,moritjo01
hyuumxx01,matsuhy01
ggotota01,gotota01
gg01,gonzage01
ksuzuxx01,suzukko01
liaoni01,ryaore01
nakagsa01,nakagha03
hirosry02,hirosry01
asamata01,asamada01
anrakto02,anrakto01
kaseito01,kaseto01
okake01,tsuruke01
shueki01,kuwahta01
hayatxx01,nakamha01
kobayxx01,kobayma01
yokotsu02,yokotsu01
miyazko01,miyazhi02
tezukme01,tezukte01
kuukoya01,kodamya01
umemoma03,umemoma02
kaaruxx01,handaha01
jimutxx01,gentiji01
lriixx01,leele02
deniixx01,dento01
tbaakxx01,vanbuty01
ruiggxx01,wieliri01
juiruxx01,wilsoji01
panchxx01,satoka02
rchekxx01,checoro01
jookoxx01,furukyu05
cdxx01,donnech01
asorixx01,soriaal01
samusl01,leesa01
yuugoxx01,amanoyu01
ttaraxx01,tarasan01
hmincxx01,mingchs01
mrandxx01,randema01
dmeixx02,mayde01
dtkurxx01,cromedt01
yuuicxx01,matsuyu06
sedorb01,bowerce01
bmiadxx01,miadijb01
deimom01,shimima02
djhooxx01,houltde01
daasuro01,dsuro01
baanaxx01,burnhga01
jfioxx01,fioreje01
jioa01,alvargi01
jmunixx01,munizju01
dsorixx01,soriadi01
jddaaxx01,adamdjo01
untenjo02,untenjo01
rferuxx01,fernara01
buradb01,bergebr01
kirak01,kaaihki01
ebarixx01,barried01
aaburxx01,abreuab01
hmendxx01,mendohe01
migerm01,mejiami01
xbatexx01,batisxa01
amehixx01,mejiaal01
jmaruxx02,martijo01
ccmerxx01,mercecr01
amaruxx01,martiar01
imotaxx01,motais01
rkoruxx01,corniro01
suchuxx01,stewajr01
jansew01,witteja01
ytabaxx01,tavaryo01
mfuruxx01,chlupma01
fpeldxx01,perdofe01
tuudzxx01,woodsty01
lromexx01,romerle01
rzaraxx01,zaratro01
ansoxx01,cartean01
oskarxx01,nakaoos01
jgaruxx01,adolijo01
sadamxx01,adamesa01
rmaruxx01,martira02
okoraxx01,colasos01
rohajxx01,rojasme01
lwakamxx01,wakamlu01
ydiasxx01,diazyo01
hmarsxx01,marceha01
ccliixx01,leech01
fperuxx01,perdofe01
tuzzuxx01,woodsty01
ansonxx01,cartean01
osukaxx01,nakaoos01
ccriixx01,leech01
rmaruxx02,martira02
rohasxx01,rojasme01
lwakaxx01,wakamlu01
hmaruxx01,marceha01
kiyoxx01,sugimki01
yuukixx01,tanakyu02
tomokxx01,satoto01
jbonnxx01,bonneji01
