playerID,yearID,stint,Glf,Gcf,Grf
hattohi01,1989,1,1,,1
hattoka01,1936,1,,1,1
hattoka01,1937,1,1,,
hattoto01,1969,1,,10,1
hattoto01,1970,1,12,11,
hattoto01,1971,1,,10,
hattoto01,1972,1,,6,
hattoto01,1973,1,2,50,14
hattoto01,1975,1,,1,
hattoto01,1976,1,2,5,6
hattoto01,1977,1,,22,1
hattoto01,1978,1,4,13,2
hattoto01,1979,1,,1,
hattoto01,1980,1,12,3,4
hattoto01,1981,1,11,5,1
hattoto01,1982,1,1,9,
hattots02,1948,1,,,9
hattots02,1955,1,,1,
hayakda02,2002,1,24,,5
hayakda02,2003,1,,1,1
hayakda02,2004,1,,35,18
hayakda02,2005,1,36,5,
hayakda02,2006,1,7,6,
hayakda02,2007,1,9,108,
hayakda02,2008,1,,90,
hayakda02,2009,1,,37,
hayakda02,2010,1,,24,
hayakhe01,1942,1,25,,9
hayakhe01,1943,1,73,,7
hayakhe01,1946,1,21,1,27
hayakka01,1985,1,6,,1
hayakka01,1986,1,2,,2
hayakka01,1987,1,3,7,30
hayakka01,1988,1,1,6,26
hayakka01,1990,1,3,,
hayakke01,1996,1,4,1,
hayakke01,1997,1,,,1
hayakke01,1999,1,1,,1
hayakke01,2000,1,1,,6
hayakke01,2001,1,,1,
hayakke01,2002,1,1,,1
hayakke01,2003,1,,,9
hayakke01,2004,1,,,2
hayaksh01,1955,1,3,,
hayaksh01,1957,1,,,5
hayakya01,1961,1,1,1,
hayakya01,1962,1,1,,
hayamji01,1960,1,6,2,2
hayamji01,1961,1,1,,
hayamji01,1962,1,3,,
hayamji01,1964,1,4,,3
hayasch01,1969,1,,,2
hayashi01,1990,1,1,,1
hayashi01,1995,1,37,,
hayashi01,1996,1,13,,1
hayaska01,1955,1,2,,
hayaska01,1956,1,1,,
hayaske01,2009,1,4,25,
hayaske01,2010,1,,6,1
hayaske01,2011,1,3,,
hayaske02,1966,1,5,,1
hayaske02,1967,1,2,1,
hayaske02,1968,1,10,,1
hayaske02,1969,1,9,,6
hayaske02,1970,1,8,,
hayaske02,1971,1,5,,
hayaski01,1936,1,,7,
hayaski01,1940,1,18,26,
hayaski01,1941,1,3,6,2
hayaski01,1942,1,5,1,
hayaski01,1943,1,,,2
hayaski01,1946,1,,1,48
hayaski01,1947,1,,6,2
hayasko01,2025,1,2,,
hayasma01,2004,1,,,1
hayasma03,1979,1,,,2
hayasma04,1963,1,78,2,4
hayasma04,1964,1,45,,37
hayasma04,1965,1,28,,35
hayasma04,1966,1,35,,35
hayasma04,1967,1,4,,63
hayasma04,1968,1,,,21
hayasma04,1971,1,5,,3
hayasma04,1972,1,,,1
hayassh01,1956,1,8,,15
hayasto02,1965,1,1,,1
hayasto02,1968,1,,,2
hayasto02,1969,1,1,,
hayasto02,1971,1,4,,
hayasto02,1972,1,1,,
hayasto02,1973,1,1,,
hayasya01,1943,1,1,,4
bocachi01,2008,1,20,31,20
bocachi01,2009,1,17,21,3
breedha01,1977,1,2,,
hibinta01,1959,1,,,2
hidakto01,1936,1,2,,
hidata01,2002,1,1,,
hidata01,2004,1,1,,
hidetxx01,2001,1,,12,
hidetxx01,2002,1,,25,
hidetxx01,2003,1,1,1,
hidetxx01,2004,1,13,,37
hidetxx01,2005,1,4,3,
hidetxx01,2006,1,,59,4
hidetxx01,2007,1,1,19,29
hidetxx01,2008,1,,12,1
hidetxx01,2009,1,,23,3
hidetxx01,2010,1,1,24,5
hidetxx01,2011,1,,1,
hidetxx01,2012,1,,,1
higakta01,1956,1,2,,
higakta01,1957,1,11,,21
higakta01,1958,1,4,2,2
higakta01,1959,1,,12,2
higakta01,1960,1,,,1
higasak01,2006,1,,7,
higasak01,2007,1,,5,
higasak01,2009,1,,,1
higaska01,1950,1,74,7,29
higaska01,1951,1,6,,1
higaska01,1952,1,2,3,1
higaska01,1953,1,77,,
higaska01,1954,1,65,3,
higaska01,1955,1,38,,
higaska01,1956,1,4,,
higaska01,1957,1,1,2,
higasma02,1968,1,,28,6
higasma02,1969,1,12,1,56
higasma02,1970,1,2,1,113
higasma02,1971,1,106,7,9
higasma02,1971,2,,,1
higasma02,1972,1,104,,1
higasma02,1972,2,1,,
higasma02,1973,1,11,,93
higasma02,1974,1,32,1,11
higasma02,1975,1,30,,12
higasma02,1976,1,107,,
higasma02,1977,1,44,,7
higasna03,1950,1,,,64
higasna03,1951,1,,,82
higasna03,1952,1,,,53
higasna03,1953,1,8,1,31
higasna03,1954,1,5,6,2
higasna03,1955,1,,15,14
higasna03,1956,1,,,24
higasna03,1957,1,8,9,3
higasna03,1958,1,,,1
higasos01,1970,1,1,,
higasos01,1973,1,,3,
higasos01,1977,1,,,1
higasos01,1986,1,,1,
higucsh01,1962,1,,,4
higucsh01,1963,1,,6,87
higucsh01,1964,1,,2,61
higucsh01,1965,1,,1,58
higucsh01,1966,1,,,56
higucsh01,1967,1,3,7,84
higucsh01,1968,1,,,64
higucsh01,1969,1,,,74
higucsh01,1970,1,18,,37
higucsh01,1971,1,20,,5
higummo01,2025,1,,2,3
hijiiry01,2015,1,4,,
hijiiry01,2016,1,,,2
hijiiry01,2017,1,3,,1
hijirry01,2008,1,,10,
hijirry01,2009,1,,7,6
hijirry01,2010,1,,125,
hijirry01,2011,1,,138,1
hijirry01,2012,1,,133,
hijirry01,2012,2,,1,1
hijirry01,2013,1,,112,
hijirry01,2014,1,,55,
hijirry01,2015,1,3,64,
hijirry01,2016,1,14,31,1
hijirry01,2017,1,46,,7
hijirry01,2018,1,3,8,7
hikimka01,1981,1,1,,
hikimka01,1984,1,1,,
hikonto01,1986,1,,,2
hikonto01,1987,1,19,37,21
hikonto01,1988,1,,93,
hikonto01,1989,1,16,106,
hikonto01,1989,2,1,,
hikonto01,1990,1,1,79,12
hikonto01,1990,2,,1,
hikonto01,1991,1,20,5,1
hikonto01,1992,1,3,,
hikonto01,1993,1,4,11,23
hikonto01,1994,1,13,4,78
hikonto01,1994,2,,1,
hikonto01,1995,1,3,,35
hikonto01,1996,1,2,24,
hikonto01,1997,1,,1,
hikonto01,1998,1,,1,
himenyu01,2018,1,,,1
himotyo01,1956,1,17,82,2
himotyo01,1957,1,105,1,
himotyo01,1958,1,22,,2
himotyo01,1959,1,2,13,2
himotyo01,1960,1,,1,2
himotyo01,1961,1,1,,
hinohi01,1938,1,,,1
hirabji01,1968,1,,,2
hirabji01,1972,1,1,,
hiraiis01,1939,1,88,,
hiraiis01,1943,1,2,,1
hiraima01,2003,1,3,,
hiraimi01,1989,1,1,,1
hiraimi01,1990,1,14,,
hiraimi01,1991,1,31,,53
hiraimi01,1992,1,30,17,17
hiraimi01,1993,1,23,5,5
hiraimi01,1994,1,1,60,33
hiraimi01,1995,1,10,27,76
hiraimi01,1996,1,7,39,51
hiraimi01,1997,1,,4,63
hiraimi01,1998,1,,7,94
hiraimi01,1998,2,,,1
hiraimi01,1999,1,,2,76
hiraimi01,2000,1,17,,14
hiraimi01,2001,1,4,2,
hiraise01,1964,1,,,1
hiraise01,1968,1,,,2
hiraise01,1969,1,1,,
hiraiyo01,2005,1,,11,
hiraiyo01,2006,1,2,,
hiraiyo01,2008,1,1,,3
hiraiyo01,2009,1,,1,12
hiraiyo01,2010,1,7,,
hiraiyo01,2011,1,,1,1
hiraiyo02,1958,1,,2,1
hirakki01,1937,1,,,1
hiramka01,2000,1,2,,
hiramma02,1977,1,,,2
hiramma02,1980,1,1,,1
hiramto02,1936,1,,15,
hiramto02,1941,1,4,,7
hiranke01,2004,1,16,3,18
hiranke01,2005,1,,2,3
hiranke01,2005,2,,1,
hiranke01,2006,1,,21,
hiranke01,2007,1,,40,
hiranke01,2008,1,,2,18
hiranke01,2009,1,,36,8
hiranke01,2010,1,,10,4
hiranke01,2011,1,,62,
hiranke01,2012,1,,8,17
hiranke01,2013,1,15,5,6
hiranke01,2014,1,2,,12
hiranke02,1981,1,,20,
hiranke02,1982,1,,123,
hiranke02,1983,1,,108,
hiranke02,1984,1,,100,
hiranke02,1985,1,,128,
hiranke02,1986,1,,127,
hiranke02,1986,2,,1,
hiranke02,1987,1,,73,3
hiranke02,1988,1,,,127
hiranke02,1989,1,3,1,92
hiranke02,1990,1,1,3,116
hiranke02,1991,1,,,123
hiranke02,1992,1,,,118
hiranke02,1993,1,1,,87
hiranke02,1994,1,,,53
hiranke02,1995,1,1,,27
hiranke02,1996,1,6,2,3
hiranke03,1947,1,,,5
hiranke03,1952,1,7,2,75
hiranke03,1955,1,,,5
hiranmi01,1973,1,3,,1
hiranmi01,1975,1,2,2,10
hiranmi01,1976,1,,4,
hiranmi01,1977,1,,94,
hiranmi01,1978,1,,127,
hiranmi01,1979,1,,117,1
hiranmi01,1979,2,,,1
hiranmi01,1980,1,,124,
hiranmi01,1980,2,,1,
hiranmi01,1981,1,,120,
hiranmi01,1982,1,,115,
hiranmi01,1983,1,,114,
hiranmi01,1984,1,,120,1
hiranmi01,1985,1,,18,
hiransa01,1985,1,1,,
hiransa01,1987,1,,,1
hiransa01,1988,1,1,,1
hiransa01,1990,1,2,,
hiransa01,1991,1,1,,3
hiransh01,2024,1,7,,1
hiransh01,2025,1,13,,1
hiransh02,1939,1,1,2,1
hiransh02,1940,1,4,,
hiranya01,2023,1,1,,
hiraoic01,1970,1,,,1
hirasko01,2000,1,12,40,
hirasko01,2001,1,3,,
hirasko01,2002,1,41,1,1
hirasko01,2004,1,1,1,33
hirasko01,2005,1,1,,
hirasko01,2006,1,3,10,10
hirasko01,2007,1,1,,3
hirasta01,2018,1,2,6,74
hirasta01,2023,1,4,,35
hirasta01,2025,1,2,,
hirasta02,1978,1,,,1
hirasta02,1980,1,,,4
hirathi01,1994,1,,,1
hiratka01,1990,1,,,3
hiratka01,1991,1,,,3
hiratka01,1993,1,,,1
hiratka01,1994,1,22,,9
hiratka01,1995,1,1,,
hiratka01,1996,1,11,,65
hiratka01,1997,1,66,,
hiratka01,1998,1,24,,4
hiratka01,1999,1,24,,
hiratka01,1999,2,14,,1
hiratka01,2000,1,25,,7
hiratry01,2007,1,,3,
hiratry01,2008,1,2,14,6
hiratry01,2009,1,,5,14
hiratry01,2010,1,,1,1
hiratry01,2011,1,1,30,61
hiratry01,2012,1,,,74
hiratry01,2013,1,,3,92
hiratry01,2014,1,,,114
hiratry01,2015,1,,,128
hiratry01,2015,2,,,1
hiratry01,2016,1,,,116
hiratry01,2017,1,,,66
hiratry01,2018,1,,,128
hiratry01,2019,1,,,94
hiratry01,2020,1,,,45
hiratry01,2021,1,,,15
hiratry01,2022,1,5,,5
hiratta01,1956,1,,1,1
hiratta01,1957,1,2,,
hiratta01,1958,1,,2,
hiratts01,1981,1,,,3
hirayhi01,1968,1,1,,
hirayki01,1937,1,14,2,
hirayki01,1938,1,1,,
hirayki01,1939,1,64,4,
hirayki01,1940,1,74,2,
hirayki01,1941,1,81,,
hirayki01,1947,1,93,14,9
hirayki01,1948,1,140,,
hirayki01,1949,1,131,,
hirayki01,1950,1,139,,1
hirayki01,1952,1,27,22,
hirayki01,1953,1,13,19,18
hiraysa01,1955,1,5,1,101
hiraysa01,1956,1,,4,119
hiraysa01,1957,1,,26,89
hiraysa01,1958,1,,95,
hiraysa01,1958,2,1,,
hiraysa01,1959,1,,75,
hiraysa01,1960,1,,74,2
hiraysa01,1961,1,,92,1
hiraysa01,1962,1,,20,
hiraysa01,1963,1,,7,1
hirayyo01,1962,1,,1,
hirayyo01,1964,1,2,,1
hirayyo01,1965,1,2,,3
hirayyo01,1966,1,,,1
hirohko01,1981,1,1,,
hirohko01,1982,1,,16,12
hirohko01,1983,1,,3,3
hirohko01,1984,1,15,,
hirohko01,1987,1,,,1
hirohko01,1990,1,4,,1
hirokma01,1978,1,1,,4
hironis01,1967,1,1,,65
hironis01,1968,1,53,,
hironis01,1969,1,22,,
hironis01,1971,1,,,39
hironis01,1972,1,,,2
hironis01,1973,1,,,3
hironma01,1961,1,,6,31
hironma01,1962,1,1,3,
hironya01,1989,1,,,1
hironya01,1990,1,39,,
hironya01,1991,1,15,1,1
hironya01,1992,1,21,6,5
hironya01,1993,1,7,,
hironya01,1994,1,1,,1
hironya01,1995,1,,,1
hironya01,1996,1,4,,
hironya01,1997,1,3,,
hironya01,1998,1,7,,1
hiroota01,2020,1,,,3
hiroota01,2021,1,,,2
hiroota01,2023,1,2,4,6
hiroota01,2024,1,,17,6
hiroota01,2025,1,13,41,6
hirosju01,2001,1,,8,15
hirosju01,2002,1,,,5
hirosju01,2003,1,3,1,1
hirosju01,2004,1,1,3,
hirosju01,2005,1,,5,
hirosju01,2006,1,4,9,3
hirosju01,2007,1,6,8,20
hirosju01,2008,1,4,,
hirosju01,2009,1,5,,40
hirosju01,2010,1,,2,126
hirosju01,2011,1,,5,63
hirosju01,2012,1,,13,68
hirosju01,2013,1,19,4,47
hirosju01,2013,2,1,,
hirosju01,2014,1,4,,25
hiroska02,1987,1,,,128
hiroska02,1987,2,1,,
hiroska02,1988,1,,,130
hiroska02,1988,2,,,1
hiroska02,1989,1,1,,129
hiroska02,1989,2,,,1
hiroska02,1990,1,,1,38
hiroska02,1990,2,,,2
hiroska02,1991,1,,,14
hiroska02,1991,2,,1,
hiroska02,1993,1,,,1
hiroska02,1995,1,118,,3
hiroska02,1996,1,15,,
hiroska02,1997,1,,,118
hiroska02,1998,1,14,,2
hiroska02,2001,1,,,21
hiroska02,2002,1,1,,
hirosma01,1958,1,1,,
hirosma01,1959,1,,1,
hirosma01,1961,1,1,1,
hirosma02,1961,1,1,,
hirosma02,1965,1,1,,1
hirosos01,1973,1,1,,
hiroste01,1989,1,,1,
hirosyo01,1994,1,1,,
hirosyo02,1957,1,,,5
hirosyo02,1959,1,15,8,11
hirosyo02,1959,2,,,1
hirosyo02,1960,1,,17,3
hirosyo02,1961,1,,55,
hirosyo02,1962,1,,97,6
hirosyo02,1963,1,,144,
hirosyo02,1964,1,,107,
hirosyo02,1965,1,,122,
hirosyo02,1965,2,,3,
hirosyo02,1966,1,,92,
hirosyo02,1966,2,,3,
hirosyo02,1967,1,,38,
hirosyo02,1968,1,,97,
hirosyo02,1969,1,,106,
hirosyo02,1970,1,,118,
hirosyo02,1971,1,,114,
hirosyo02,1972,1,4,89,
hirosyo02,1973,1,8,,1
hirosyo02,1974,1,,13,
hirosyo02,1975,1,21,3,3
hirosyo02,1976,1,,6,
hirosyo02,1977,1,1,13,
hirothi01,1991,1,,,1
hirothi01,1992,1,2,,
hirotsu01,1972,1,,30,
hirotsu01,1973,1,,118,
hirotsu01,1974,1,,119,
hirotsu01,1975,1,,125,
hirotsu01,1976,1,,102,2
hirotsu01,1977,1,,109,
hirotsu01,1978,1,,103,
hirotsu01,1979,1,,94,1
hirotsu01,1980,1,,110,
hirotsu01,1981,1,,119,
hirotsu01,1982,1,,98,
hirotsu01,1983,1,,60,
hirotsu01,1984,1,,62,34
hirotsu01,1985,1,,57,
hirotsu01,1986,1,,45,
hirumta01,2023,1,5,,49
hirumta01,2024,1,19,3,36
hirumta01,2025,1,8,,3
hishiak01,1965,1,1,1,
hishiak01,1966,1,1,,
hishiak01,1967,1,5,7,
hishiak01,1968,1,,14,1
hishiak01,1969,1,9,4,9
hishiak01,1970,1,5,,5
hishiak01,1971,1,8,37,32
hishiak01,1972,1,,,6
hishiak01,1973,1,,4,4
hitokta01,1946,1,,67,1
hitokta01,1947,1,,102,
hitokta01,1948,1,,,1
hitomta01,1958,1,1,,
hitomta01,1964,1,1,,
hiyamsh01,1992,1,,,5
hiyamsh01,1993,1,5,,11
hiyamsh01,1994,1,,,1
hiyamsh01,1995,1,1,42,34
hiyamsh01,1996,1,98,17,13
hiyamsh01,1997,1,,2,123
hiyamsh01,1998,1,45,,60
hiyamsh01,1999,1,73,,
hiyamsh01,2000,1,1,3,21
hiyamsh01,2001,1,13,,88
hiyamsh01,2002,1,,,109
hiyamsh01,2003,1,,,74
hiyamsh01,2003,2,,1,
hiyamsh01,2004,1,,,119
hiyamsh01,2005,1,,,70
hiyamsh01,2006,1,,,16
hiyamsh01,2007,1,,,4
hiyamsh01,2008,1,,,4
hiyamsh01,2012,1,,,1
hiyamsh01,2013,1,,,1
hiyanwa01,2012,1,,7,3
hiyanwa01,2013,1,9,23,8
hiyanwa01,2014,1,3,27,
hiyanwa01,2015,1,,48,
hiyanwa01,2016,1,,13,8
hiyanwa01,2017,1,,1,
cottohe01,1994,1,4,97,
cruzhe01,1983,1,16,,9
meulehe01,1994,1,115,,
homothi01,1958,1,2,,1
homothi01,1959,1,6,7,1
homothi01,1960,1,28,4,2
homothi01,1961,1,10,5,11
homothi01,1962,1,13,11,13
homothi01,1963,1,16,,17
homothi01,1964,1,4,11,12
homothi01,1965,1,2,3,17
homothi01,1966,1,1,3,7
homothi01,1967,1,4,4,1
hondach01,1940,1,7,,
hondach01,1941,1,24,1,
hondach01,1942,1,,,19
hondait01,1952,1,,9,
hondait01,1953,1,,99,3
hondait01,1954,1,,115,
hondait01,1955,1,,121,
hondait01,1956,1,17,23,5
hondait01,1957,1,5,99,
hondait01,1958,1,38,54,
hondait01,1959,1,104,2,
hondait01,1960,1,53,,
hondait01,1961,1,2,,
hondata01,1961,1,2,1,
hondoya01,1939,1,1,,1
hondoya01,1940,1,,,57
hondoya01,1940,2,,,16
hondoya01,1946,1,,1,
hondoya01,1948,1,1,,
hongohi01,2002,1,,,3
honmama01,1967,1,,1,
horigmo01,1962,1,3,10,22
horigmo01,1963,1,27,,34
horigmo01,1964,1,32,17,6
horigmo01,1965,1,58,5,26
horigmo01,1965,2,2,,
horigmo01,1966,1,46,23,6
horigmo01,1967,1,28,29,
horigmo01,1968,1,5,14,9
horigmo01,1968,2,2,,
horiika01,1972,1,4,,
horiika01,1973,1,3,,1
horiika01,1974,1,,3,
horiika01,1975,1,,,1
horiika01,1976,1,,2,
horiika01,1977,1,2,,
horiika01,1979,1,3,,
horiika02,1943,1,40,,38
horiika02,1944,1,35,,
horiika02,1946,1,94,,1
horiika02,1947,1,26,,
horiika02,1947,2,76,,
horiika02,1948,1,138,,
horiika02,1949,1,135,,
horiika02,1950,1,117,,
horiika02,1951,1,104,,
horiika02,1952,1,120,,
horiika02,1953,1,120,,
horiika02,1954,1,130,,
horiika02,1955,1,143,,
horiika02,1956,1,57,,
horiika02,1957,1,44,,
horiika02,1958,1,1,,
horiits01,1985,1,,,1
horiko01,1994,1,,15,
horiko01,1998,1,45,55,
horiko01,2001,1,20,26,4
horiko01,2002,1,6,15,
horiko01,2003,1,1,5,
horiofu01,1936,1,,,6
horiofu01,1937,1,,16,2
horiofu01,1938,1,,30,
horiofu01,1939,1,,96,
horiofu01,1940,1,,71,
horiofu01,1940,2,,25,
horiofu01,1941,1,,27,
horitic01,1997,1,5,,
horitic01,2000,1,1,,
horitic01,2001,1,1,,
horitic01,2002,1,,,4
horitic01,2003,1,1,2,2
horitic01,2004,1,,3,8
horitic01,2005,1,,5,4
horitic01,2006,1,,3,
horiush01,1961,1,,,1
horiuts01,1978,1,,,1
horiuts01,1981,1,,1,
hoserd01,2007,1,1,,
hoshihi02,2009,1,4,,
hoshihi02,2010,1,2,,2
hoshihi02,2011,1,1,,
hoshihi02,2012,1,2,15,11
hoshihi02,2013,1,,,1
hoshihi03,1975,1,,1,1
hoshihi03,1976,1,,1,
hoshihi03,1977,1,1,,
hoshiju02,1948,1,1,,
hoshika01,1950,1,1,,
hoshino01,1986,1,1,2,1
hoshino01,1987,1,7,,
hoshino01,1988,1,2,3,11
hoshino01,1989,1,,2,2
hoshino01,1990,1,,2,
hoshino01,1992,1,2,1,3
hoshise01,1981,1,1,,
hoshish01,1959,1,,,1
hoshish01,1962,1,1,,4
hosodma01,1966,1,,,1
hosokry01,2022,1,1,,1
hosokry01,2023,1,,10,
hosokry01,2024,1,4,,1
hosokry01,2025,1,1,,
hosokse01,2017,1,,,2
hosokse01,2018,1,,2,6
hosokse01,2019,1,12,,6
hosokse01,2020,1,2,,10
hosokse01,2021,1,1,,5
hosokse01,2022,1,1,,
hosokse01,2023,1,4,,107
hosokse01,2023,2,,,1
hosokse01,2024,1,41,,100
hosokse01,2024,2,1,,
hosokse01,2025,1,76,,27
hosokya01,1974,1,,2,
hosokya01,1979,1,,1,1
hosokya01,1980,1,,1,
hosokya01,1981,1,1,,
hosomka01,1996,1,,1,1
hosomka01,2000,1,,1,
hosomka01,2001,1,,,1
hosoyke01,2016,1,8,,
hosoyke01,2017,1,14,,8
hosoyke01,2018,1,3,,
hosoyke01,2019,1,,,1
hosoyya01,1969,1,,1,1
hottaak01,1964,1,4,,
hottaak01,1965,1,3,,
hottaak01,1966,1,5,,
houraak01,1980,1,21,2,1
houraak01,1981,1,2,27,5
houraak01,1982,1,9,23,18
houraak01,1983,1,4,2,
houraak01,1987,1,2,1,1
pulliha01,1998,1,42,,3
pulliha01,1999,1,49,,
hyodota01,1956,1,,,67
ibatahi01,2000,1,4,,6
ibatahi01,2001,1,,,9
ibayaat01,1995,1,,,1
ibeya01,1991,1,2,,1
iby01,2007,1,5,113,2
iby01,2008,1,,13,92
iby01,2009,1,,,27
ichiish01,1949,1,,,3
ichimno01,1986,1,1,,
ichirxx01,1992,1,14,2,
ichirxx01,1993,1,,9,2
ichirxx01,1994,1,2,84,46
ichirxx01,1995,1,2,69,61
ichirxx01,1996,1,,45,88
ichirxx01,1997,1,,18,119
ichirxx01,1998,1,24,9,94
ichirxx01,1999,1,,4,102
ichirxx01,2000,1,,2,105
idesh01,2004,1,,,10
idesh01,2005,1,8,,2
idesh01,2006,1,,,7
idesh01,2007,1,27,,7
idesh01,2008,1,20,2,
idesh01,2009,1,4,,3
idesh01,2010,1,4,13,5
idesh01,2011,1,,3,2
idesh01,2012,1,4,,4
idesh01,2013,1,19,,3
idesh01,2014,1,5,,4
idesh01,2015,1,8,,12
idesh01,2016,1,,,5
ideta01,1995,1,63,64,
ideta01,1996,1,,117,
ideta01,1997,1,,135,
ideta01,1997,2,,1,
ideta01,1998,1,,95,
ideta01,1999,1,,44,
ideta01,2000,1,,93,6
ideta01,2001,1,,103,
ideta01,2001,2,,1,
ideta01,2002,1,,101,4
ideta01,2003,1,3,38,
ideta01,2004,1,,2,1
ideta01,2005,1,5,4,2
ideta02,1974,1,,1,
ideta02,1975,1,,,1
iemurso01,1937,1,,,31
iemurso01,1938,1,2,,23
iemurso01,1939,1,,,33
iemurso01,1946,1,2,,
igaraak02,1991,1,,,28
igaraak02,1994,1,,,2
igaraak02,1996,1,22,,15
igaraak02,1997,1,1,,7
igaraak02,1998,1,1,,1
igaraak02,2000,1,4,,5
igaraak02,2001,1,6,,1
igarahi01,1994,1,3,4,
igarahi01,1995,1,,1,3
igarahi01,1996,1,,1,
igarahi02,1968,1,,1,1
igarahi02,1970,1,1,,
igarash01,1985,1,,,1
igarash01,1986,1,1,,1
igarash01,1987,1,,,1
igarash01,1988,1,1,1,54
igarash01,1989,1,,,2
igarash01,1990,1,,,4
igarash01,1991,1,2,,10
igarash01,1992,1,49,,36
igarash01,1993,1,12,1,9
igarash01,1994,1,50,1,4
igarash01,1995,1,,,2
igarata01,1950,1,,,2
igawake01,2001,1,1,1,
igawayo01,1957,1,,,12
igumahi01,1967,1,2,,
igumahi01,1969,1,,,2
igumahi01,1970,1,2,,
hamptik01,1981,1,,2,15
iharash01,1971,1,1,,2
iharash01,1975,1,1,,1
ihi01,1960,1,,,1
ihi01,1961,1,1,1,
ihi01,1962,1,1,,
iidate02,1990,1,1,2,
iidate02,1991,1,,76,1
iidate02,1992,1,,121,
iidate02,1993,1,,53,
iidate02,1994,1,,104,
iidate02,1995,1,,128,
iidate02,1996,1,1,99,
iidate02,1997,1,,94,
iidate02,1998,1,,67,
iidate02,1999,1,,18,
iidate02,2000,1,,36,
iidate02,2001,1,,33,
iidate02,2002,1,,9,
iidate02,2003,1,,34,
iidate02,2004,1,,3,
iidate02,2005,1,,31,
iidate02,2006,1,,16,
iidato01,1947,1,,,1
iidato01,1950,1,,2,
iidato01,1955,1,,143,
iidato01,1956,1,,151,
iidato01,1956,2,,1,
iidato01,1959,1,,10,6
iidayu02,1967,1,,2,21
iidayu02,1968,1,,1,3
iidayu02,1972,1,,5,9
iidayu02,1973,1,3,5,1
iidayu02,1974,1,,,1
iidayu02,1979,1,9,,
iidayu02,1980,1,3,,
iiharya01,2006,1,2,,5
iiharya01,2008,1,100,,2
iiharya01,2009,1,14,,19
iiharya01,2010,1,42,1,63
iiharya01,2011,1,22,,1
iiharya01,2012,1,4,2,12
iiharya01,2013,1,,12,28
iiharya01,2014,1,13,10,22
iiharya01,2015,1,5,,2
iiharya01,2016,1,1,,5
iiharya01,2017,1,,,1
iijimsh01,1949,1,,,106
iijimsh01,1950,1,,,47
iijimsh01,1951,1,,,72
iijimsh01,1952,1,,,96
iijimsh01,1953,1,,,43
iijimsh01,1954,1,,,105
iiota01,1956,1,,,2
iiota01,1962,1,1,,
iishire01,1965,1,2,,102
iishire01,1966,1,12,31,33
iishire01,1967,1,25,,33
iishire01,1968,1,,,10
iishire01,1969,1,,,4
iishire01,1970,1,,,2
iishire01,1971,1,3,,1
iishire01,1972,1,3,,
iishire01,1973,1,1,,
iiyamyu01,2006,1,1,,
iiyamyu01,2013,1,,,1
iizukto01,1985,1,,9,
iizukto01,1986,1,,7,
iizukto01,1987,1,3,,
iizukto01,1992,1,,,4
iizukto01,1995,1,1,,
ikebega01,1964,1,16,6,4
ikebega01,1965,1,3,17,8
ikebega01,1966,1,9,41,1
ikebega01,1967,1,42,73,2
ikebega01,1968,1,1,,
ikebega01,1969,1,,101,
ikebega01,1970,1,,118,
ikebega01,1971,1,,99,
ikebega01,1972,1,1,92,23
ikebega01,1973,1,8,5,63
ikebega01,1974,1,8,8,37
ikebega01,1975,1,,109,
ikebega01,1976,1,,107,
ikebega01,1977,1,,105,
ikebega01,1978,1,,68,
ikebega01,1979,1,1,6,4
ikedach01,1984,1,,,2
ikedach01,1988,1,4,1,
ikedach01,1989,1,1,1,
ikedach01,1990,1,,1,3
ikedach01,1991,1,1,,
ikedahi02,1962,1,,,1
ikedahi02,1966,1,,,2
ikedaik01,1995,1,,,1
ikedary01,2022,1,1,,5
ikedary01,2023,1,8,,4
ikedary01,2024,1,2,,4
ikedash02,1974,1,2,,1
ikedayo02,1965,1,6,,
ikedayo02,1966,1,6,19,
ikedayo02,1967,1,,76,10
ikedayo02,1968,1,35,21,
ikedayo02,1969,1,46,3,
ikedayo02,1970,1,9,16,3
ikedayo02,1971,1,20,14,6
ikedayo02,1972,1,11,97,4
ikedayo02,1972,2,,2,
ikedayo02,1973,1,19,90,7
ikedayo02,1973,2,,,1
ikedayo02,1974,1,1,95,1
ikedayo02,1975,1,70,12,5
ikedayo02,1976,1,,5,1
ikedayo02,1978,1,2,,6
ikegako01,1975,1,1,,
ikegako01,1976,1,1,,1
ikegako01,1979,1,1,,
ikegako01,1982,1,2,,1
ikegako01,1983,1,,2,
ikegako01,1984,1,1,1,
ikejits01,1967,1,,1,
ikenama01,1965,1,,,1
ikenama01,1969,1,,,1
ikenoto01,1978,1,,1,
ikenoto01,1981,1,2,,
ikeueko01,1987,1,,,1
ikeueko01,1989,1,,1,
ikeueko01,1990,1,,1,
ikeueko01,1991,1,,1,
ikeyata01,1994,1,,,1
ikeyata01,2000,1,1,,5
ikezayo01,1962,1,,,30
ikezayo01,1963,1,,,54
ikezayo01,1964,1,,,21
ikezayo01,1965,1,,,1
ikezayo01,1966,1,,,2
ikkixx01,2008,1,1,,
ikkixx01,2009,1,6,,
ikkixx01,2011,1,,,3
ikkixx01,2012,1,2,,4
ikote01,1957,1,2,23,4
ikote01,1958,1,1,56,8
ikote01,1959,1,67,1,2
ikote01,1960,1,12,1,19
ikote01,1961,1,12,,6
